"tnved_code"@;@"tnved_2"@;@"tnved_2_name"@;@"tnved_10"@;@"tnved_10_name"@;@"tnved_4"@;@"tnved_4_name"@;@"tnved_6"@;@"tnved_6_name"
"8801005000"@;@"88"@;@Летательные аппараты, космические аппараты, и их части@;@"8801005000"@;@Аэростаты и дирижабли; планеры, дельтапланы и другие безмоторные летательные аппараты: аэростаты и дирижабли; планеры и дельтапланы@;@"8801"@;@Аэростаты и дирижабли; планеры, дельтапланы и другие безмоторные летательные аппараты@;@"880100"@;@Аэростаты и дирижабли; планеры, дельтапланы и другие безмоторные летательные аппараты
"8536699000"@;@"85"@;@Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности@;@"8536699000"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:патроны для ламп, штепсели и розетки: прочие: прочие@;@"8536"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:@;@"853669"@;@Штепсели и розетки
"8536699001"@;@"85"@;@Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности@;@"8536699001"@;@Аппарат.электр.для коммут.или защиты электр.цепей или для подсоедин.к электр.цепям или в электр.цепях(напр.,выключ.,переключ.,прерыват.,плавкие предохран. ...)на напряж.не более 1000 в: патроны для ламп,штепсели и розетки: пр.: для произ.авиацион.двигателей@;@"8536"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:@;@"853669"@;@Штепсели и розетки
"8536699009"@;@"85"@;@Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности@;@"8536699009"@;@Аппарат.электр.для коммут.или защиты электр.цепей или для подсоедин.к электр.цепям или в электр.цепях(напр.,выключ.,переключ.,прерыват.,плавкие предохран. ...)на напряж.не более 1000 в: патроны для ламп,штепсели и розетки: пр.: прочие: прочие@;@"8536"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:@;@"853669"@;@Штепсели и розетки
"8536700001"@;@"85"@;@Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности@;@"8536700001"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:соединители для оптических волокон, волоконно-оптических жгутов или кабелей: из материалов товарных позиций 3901 3914@;@"8536"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:@;@"853670"@;@Соединители для оптических волокон, волоконно-оптических жгутов или кабелей
"8801009000"@;@"88"@;@Летательные аппараты, космические аппараты, и их части@;@"8801009000"@;@Другие безмоторные летательные аппараты@;@"8801"@;@Аэростаты и дирижабли; планеры, дельтапланы и другие безмоторные летательные аппараты@;@"880100"@;@Аэростаты и дирижабли; планеры, дельтапланы и другие безмоторные летательные аппараты
"8536700002"@;@"85"@;@Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности@;@"8536700002"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:соединители для оптических волокон, волоконно-оптических жгутов или кабелей: из керамики@;@"8536"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:@;@"853670"@;@Соединители для оптических волокон, волоконно-оптических жгутов или кабелей
"8536700003"@;@"85"@;@Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности@;@"8536700003"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:соединители для оптических волокон, волоконно-оптических жгутов или кабелей: из черных металлов@;@"8536"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:@;@"853670"@;@Соединители для оптических волокон, волоконно-оптических жгутов или кабелей
"8536700004"@;@"85"@;@Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности@;@"8536700004"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:соединители для оптических волокон, волоконно-оптических жгутов или кабелей: из меди@;@"8536"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:@;@"853670"@;@Соединители для оптических волокон, волоконно-оптических жгутов или кабелей
"8536900100"@;@"85"@;@Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности@;@"8536900100"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:устройства прочие: предварительно собранные элементы для электрических цепей@;@"8536"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:@;@"853690"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях, на напряжение не более 1000В, прочая
"8536901000"@;@"85"@;@Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности@;@"8536901000"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:устройства прочие: соединители и контактные элементы для проводов и кабелей@;@"8536"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:@;@"853690"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях, на напряжение не более 1000В, прочая
"8536901001"@;@"85"@;@Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности@;@"8536901001"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, п@;@"8536"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:@;@"853690"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях, на напряжение не более 1000В, прочая
"8536901009"@;@"85"@;@Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности@;@"8536901009"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, п@;@"8536"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:@;@"853690"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях, на напряжение не более 1000В, прочая
"8536902000"@;@"85"@;@Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности@;@"8536902000"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:устройства прочие: зонды для проверки полупроводниковых пластин@;@"8536"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:@;@"853690"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях, на напряжение не более 1000В, прочая
"999366000"@;@"99"@;@Услуги@;@"9902000000"@;@Услуги технического обслуживания и ремонта, не отнесенные к другим категориям@;@"9902"@;@Услуги технического обслуживания и ремонта, не отнесенные к другим категориям@;@"990200"@;@Услуги технического обслуживания и ремонта, не отнесенные к другим категориям
"8536908500"@;@"85"@;@Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности@;@"8536908500"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:устройства прочие: прочие@;@"8536"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях (например, выключатели, переключатели, прерыватели, реле, плавкие предохранители, гасители скачков напряжения, штепсельные вилки и розетки, патроны для электроламп и прочие соединители, соединительные коробки) на напряжение не более 1000В; соединители для волокон оптических, волоконно-оптических жгутов или кабелей:@;@"853690"@;@Аппаратура электрическая для коммутации или защиты электрических цепей или для подсоединений к электрическим цепям или в электрических цепях, на напряжение не более 1000В, прочая
"8537101000"@;@"85"@;@Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности@;@"8537101000"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, оборудованные двумя или более устройствами товарной позиции 8535или 8536, для управления или распределения электрического тока, в том числе включающие в себя приборы или устройства группы 90и цифровые аппараты управления, кроме коммутационных устройств товарной позиции 8517:на напряжение не более 1000В: цифровые панели управления со встроенной вычислительной машиной@;@"8537"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, оборудованные двумя или более устройствами товарной позиции 8535или 8536, для управления или распределения электрического тока, в том числе включающие в себя приборы или устройства группы 90и цифровые аппараты управления, кроме коммутационных устройств товарной позиции 8517:@;@"853710"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, на напряжение не более 1000В
"8537109100"@;@"85"@;@Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности@;@"8537109100"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, оборудованные двумя или более устройствами товарной позиции 8535или 8536, для управления или распределения электрического тока, в том числе включающие в себя приборы или устройства группы 90и цифровые аппараты управления, кроме коммутационных устройств товарной позиции 8517:на напряжение не более 1000В: прочие: программируемые контроллеры с памятью@;@"8537"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, оборудованные двумя или более устройствами товарной позиции 8535или 8536, для управления или распределения электрического тока, в том числе включающие в себя приборы или устройства группы 90и цифровые аппараты управления, кроме коммутационных устройств товарной позиции 8517:@;@"853710"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, на напряжение не более 1000В
"8537109101"@;@"85"@;@Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности@;@"8537109101"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, оборудованные двумя или более устройствами товарной позиции 8535 или 8536 для управления или рас@;@"8537"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, оборудованные двумя или более устройствами товарной позиции 8535или 8536, для управления или распределения электрического тока, в том числе включающие в себя приборы или устройства группы 90и цифровые аппараты управления, кроме коммутационных устройств товарной позиции 8517:@;@"853710"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, на напряжение не более 1000В
"8708999100"@;@"87"@;@Средства наземного транспорта, кроме железнодорожного или трамвайного подвижного состава, и их части и принадлежности@;@"8708999100"@;@Части и принадлежности моторных транспортных средств товарных позиций 8701-8705: части и принадлежности прочие: прочие: прочие: штампованные из стали@;@"8708"@;@Части и принадлежности моторных транспортных средств товарных позиций 8701 - 8705@;@"870899"@;@Прочие части и принадлежности моторных транспортных средств
"8537109109"@;@"85"@;@Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности@;@"8537109109"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, оборудованные двумя или более устройствами товарной позиции 8535 или 8536 для управления или рас@;@"8537"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, оборудованные двумя или более устройствами товарной позиции 8535или 8536, для управления или распределения электрического тока, в том числе включающие в себя приборы или устройства группы 90и цифровые аппараты управления, кроме коммутационных устройств товарной позиции 8517:@;@"853710"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, на напряжение не более 1000В
"8537109800"@;@"85"@;@Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности@;@"8537109800"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, оборудованные двумя или более устройствами товарной позиции 8535или 8536, для управления или распределения электрического тока, в том числе включающие в себя приборы или устройства группы 90и цифровые аппараты управления, кроме коммутационных устройств товарной позиции 8517:на напряжение не более 1000В: прочие: прочие@;@"8537"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, оборудованные двумя или более устройствами товарной позиции 8535или 8536, для управления или распределения электрического тока, в том числе включающие в себя приборы или устройства группы 90и цифровые аппараты управления, кроме коммутационных устройств товарной позиции 8517:@;@"853710"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, на напряжение не более 1000В
"8537109900"@;@"85"@;@Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности@;@"8537109900"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, оборудованные двумя или более устройствами товарной позиции 8535 или 8536 …: на напряжение не более 1000 в: прочие: прочие@;@"8537"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, оборудованные двумя или более устройствами товарной позиции 8535или 8536, для управления или распределения электрического тока, в том числе включающие в себя приборы или устройства группы 90и цифровые аппараты управления, кроме коммутационных устройств товарной позиции 8517:@;@"853710"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, на напряжение не более 1000В
"8537209100"@;@"85"@;@Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности@;@"8537209100"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры пр., оборудованные двумя или более устройствами товарной позиции 8535 или 8536 …: на напряжение более 1000 в: на напряжение более 1000 в, но не более 72,5 кв@;@"8537"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, оборудованные двумя или более устройствами товарной позиции 8535или 8536, для управления или распределения электрического тока, в том числе включающие в себя приборы или устройства группы 90и цифровые аппараты управления, кроме коммутационных устройств товарной позиции 8517:@;@"853720"@;@Пульты, панели, консоли, столы, распределительные щиты и основания для электрической аппаратуры прочие, на напряжение более 1000В
