"id"@;@"region_soato"@;@"region_cad"@;@"region_name_uz"@;@"district_soato"@;@"district_cad"@;@"district_name_uz"@;@"area"@;@"region_name_oz"@;@"region_name_ru"@;@"region_name_qq"@;@"district_name_oz"@;@"district_name_ru"@;@"district_name_qq"@;@"district_title_oz"@;@"district_title_uz"@;@"district_title_ru"@;@"district_title_qq"
152@;@1 706@;@"0"@;@Buxoro viloyati@;@1 706 212@;@"20:02:00"@;@Vobkent tumani@;@295,761932@;@Бухоро вилояти@;@Бухарская область@;@Buxara wálayatı @;@Вобкент тумани@;@Вобкентский район@;@vobkent rayonı @;@@;@@;@@;@
199@;@1 735@;@"0"@;@Qoraqalpogiston Respublikasi@;@1 735 250@;@"23:12:00"@;@Ellikkala tumani@;@5 386,23682@;@Қорақалпогистон Республикаси@;@Республика Каракалпакстан@;@Qaraqalpaqstan Respublikası @;@Элликкала тумани@;@Элликкалинский район@;@Ellikkala rayonı @;@@;@@;@@;@
200@;@1 735@;@"0"@;@Qoraqalpogiston Respublikasi@;@1 735 218@;@"23:13:00"@;@Qanliko'l tumani@;@764,753479@;@Қорақалпогистон Республикаси@;@Республика Каракалпакстан@;@Qaraqalpaqstan Respublikası @;@Қанликўл тумани@;@Канликульский район@;@Qanlıkól rayonı @;@@;@@;@@;@
201@;@1 735@;@"0"@;@Qoraqalpogiston Respublikasi@;@1 735 211@;@"23:14:00"@;@Qorauzak tumani@;@5 881,12549@;@Қорақалпогистон Республикаси@;@Республика Каракалпакстан@;@Qaraqalpaqstan Respublikası @;@Қораузак тумани@;@Караузакский район@;@Qorauzak rayonı @;@@;@@;@@;@
202@;@1 735@;@"0"@;@Qoraqalpogiston Respublikasi@;@1 735 215@;@"23:15:00"@;@Qo'ng'irot tumani@;@75 842,8281@;@Қорақалпогистон Республикаси@;@Республика Каракалпакстан@;@Qaraqalpaqstan Respublikası @;@Қўнғирот тумани@;@Кунгуратский район@;@Qońırat rayonı @;@@;@@;@@;@
203@;@1 735@;@"0"@;@Qoraqalpogiston Respublikasi@;@1 735 401@;@"23:17:00"@;@Nukus@;@212,198334@;@Қорақалпогистон Республикаси@;@Республика Каракалпакстан@;@Qaraqalpaqstan Respublikası @;@Нукус@;@Нукус@;@Nókis@;@@;@@;@@;@
59@;@1 718@;@"0"@;@Samarqand viloyati@;@1 718 206@;@"14:01:00"@;@Bulung'ur tumani@;@768,02063@;@Самарқанд вилояти@;@Самаркандская область@;@Samarqand wálayatı @;@Булунғур тумани@;@Булунгурский район@;@Bulung'ur rayonı @;@@;@@;@@;@
60@;@1 718@;@"0"@;@Samarqand viloyati@;@1 718 209@;@"14:02:00"@;@Jomboy tumani@;@549,020325@;@Самарқанд вилояти@;@Самаркандская область@;@Samarqand wálayatı @;@Жомбой тумани@;@Джомбойский район@;@Jomboy rayonı @;@@;@@;@@;@
61@;@1 718@;@"0"@;@Samarqand viloyati@;@1 718 212@;@"14:03:00"@;@Ishtixon tumani@;@718,025269@;@Самарқанд вилояти@;@Самаркандская область@;@Samarqand wálayatı @;@Иштихон тумани@;@Иштиханский район@;@Ishtixon rayonı @;@@;@@;@@;@
62@;@1 718@;@"0"@;@Samarqand viloyati@;@1 718 216@;@"14:04:00"@;@Qo'shrabot tumani@;@2 159,76074@;@Самарқанд вилояти@;@Самаркандская область@;@Samarqand wálayatı @;@Қўшработ тумани@;@Кошрабатский район@;@Qosrabot rayonı @;@@;@@;@@;@
63@;@1 718@;@"0"@;@Samarqand viloyati@;@1 718 215@;@"14:05:00"@;@Kattaqo'rg'on tumani@;@1 371,93396@;@Самарқанд вилояти@;@Самаркандская область@;@Samarqand wálayatı @;@Каттақўрғон тумани@;@Каттакурганский район@;@Úlkenqo'rg'on rayonı @;@@;@@;@@;@
64@;@1 718@;@"0"@;@Samarqand viloyati@;@1 718 218@;@"14:06:00"@;@Narpay tumani@;@443,572113@;@Самарқанд вилояти@;@Самаркандская область@;@Samarqand wálayatı @;@Нарпай тумани@;@Нарпайский район@;@Narpay rayonı @;@@;@@;@@;@
65@;@1 718@;@"0"@;@Samarqand viloyati@;@1 718 235@;@"14:07:00"@;@Nurobod tumani@;@4 848,25537@;@Самарқанд вилояти@;@Самаркандская область@;@Samarqand wálayatı @;@Нуробод тумани@;@Нурабадский район@;@Nurobod rayonı @;@@;@@;@@;@
66@;@1 718@;@"0"@;@Samarqand viloyati@;@1 718 203@;@"14:08:00"@;@Oqdaryo tumani@;@379,664581@;@Самарқанд вилояти@;@Самаркандская область@;@Samarqand wálayatı @;@Оқдарё тумани@;@Oqdaryo tumani@;@Oqdaryo rayonı @;@@;@@;@@;@
37@;@1 724@;@"0"@;@Sirdaryo viloyati@;@1 724 228@;@"12:03:00"@;@Mirzaobod tumani@;@672,438354@;@Сирдарё вилояти@;@Сырдарьинская область@;@Sirdaryo wálayatı @;@Мирзаобод тумани@;@Мирзаабадский район@;@Xatkerobod rayonı @;@@;@@;@@;@
67@;@1 718@;@"0"@;@Samarqand viloyati@;@1 718 224@;@"14:09:00"@;@Payariq tumani@;@1 309,52222@;@Самарқанд вилояти@;@Самаркандская область@;@Samarqand wálayatı @;@Пайариқ тумани@;@Паярикский район@;@Payariq rayonı @;@@;@@;@@;@
68@;@1 718@;@"0"@;@Samarqand viloyati@;@1 718 227@;@"14:10:00"@;@Pastdarg'om tumani@;@873,36261@;@Самарқанд вилояти@;@Самаркандская область@;@Samarqand wálayatı @;@Пастдарғом тумани@;@Пастдаргомский район@;@Tómenderg'om rayonı @;@@;@@;@@;@
69@;@1 718@;@"0"@;@Samarqand viloyati@;@1 718 230@;@"14:11:00"@;@Paxtachi tumani@;@1 374,66052@;@Самарқанд вилояти@;@Самаркандская область@;@Samarqand wálayatı @;@Пахтачи тумани@;@Пахтачинский район@;@Paxtashı rayonı @;@@;@@;@@;@
175@;@1 733@;@"0"@;@Xorazm viloyati@;@1 733 204@;@"22:01:00"@;@Bog'ot tumani@;@444,701904@;@Xorazm viloyati@;@Хорезмская область@;@Xorezm wálayatı @;@Боғот тумани@;@Боготольский район@;@Bog'ot rayonı @;@@;@@;@@;@
176@;@1 733@;@"0"@;@Xorazm viloyati@;@1 733 208@;@"22:02:00"@;@Gurlan tumani@;@441,602112@;@Xorazm viloyati@;@Хорезмская область@;@Xorezm wálayatı @;@Гурлан тумани@;@Гурланский район@;@Gurlan rayonı @;@@;@@;@@;@
177@;@1 733@;@"0"@;@Xorazm viloyati@;@1 733 217@;@"22:03:00"@;@Urganch tumani@;@437,851929@;@Xorazm viloyati@;@Хорезмская область@;@Xorezm wálayatı @;@Урганч тумани@;@Ургенчский район@;@Urǵanch rayonı @;@@;@@;@@;@
38@;@1 724@;@"0"@;@Sirdaryo viloyati@;@1 724 206@;@"12:04:00"@;@Oqoltin tumani@;@496,77771@;@Сирдарё вилояти@;@Сырдарьинская область@;@Sirdaryo wálayatı @;@Оқолтин тумани@;@Ак-алтынский район@;@Oqoltin rayonı @;@@;@@;@@;@
39@;@1 724@;@"0"@;@Sirdaryo viloyati@;@1 724 226@;@"12:05:00"@;@Sardoba tumani@;@567,724731@;@Сирдарё вилояти@;@Сырдарьинская область@;@Sirdaryo wálayatı @;@Сардоба тумани@;@Сардобинский район@;@Suw saqlaǵısh rayonı @;@@;@@;@@;@
46@;@1 708@;@"0"@;@Jizzax viloyati@;@1 708 201@;@"13:01:00"@;@Arnasoy tumani@;@492,718384@;@Жиззах вилояти@;@Джизакская область@;@Jizzaq wálayatı @;@Арнасой тумани@;@Арнасойский район@;@Arnasoy rayonı @;@@;@@;@@;@
47@;@1 708@;@"0"@;@Jizzax viloyati@;@1 708 204@;@"13:02:00"@;@Baxmal tumani@;@1 859,57544@;@Жиззах вилояти@;@Джизакская область@;@Jizzaq wálayatı @;@Бахмал тумани@;@Бахмальский район@;@Baxmal rayonı @;@@;@@;@@;@
48@;@1 708@;@"0"@;@Jizzax viloyati@;@1 708 209@;@"13:03:00"@;@G'allaorol tumani@;@1 963,17859@;@Жиззах вилояти@;@Джизакская область@;@Jizzaq wálayatı @;@Ғаллаорол тумани@;@Район Галлаорол@;@Gallaorol rayonı @;@@;@@;@@;@
49@;@1 708@;@"0"@;@Jizzax viloyati@;@1 708 212@;@"13:04:00"@;@Sharof Rashidov tumani@;@1 307,03491@;@Жиззах вилояти@;@Джизакская область@;@Jizzaq wálayatı @;@Шароф Рашидов тумани@;@Шараф-Рашидовский район@;@Sharof Rashidov rayonı @;@@;@@;@@;@
50@;@1 708@;@"0"@;@Jizzax viloyati@;@1 708 215@;@"13:05:00"@;@Do'stlik tumani@;@451,042236@;@Жиззах вилояти@;@Джизакская область@;@Jizzaq wálayatı @;@Дўстлик тумани@;@Район Дустлик@;@Doslıq rayonı @;@@;@@;@@;@
13@;@1 727@;@"0"@;@Toshkent viloyati@;@1 727 220@;@"11:01:00"@;@Bekobod tumani@;@749,913513@;@Тошкент вилояти@;@Ташкентская область@;@Tashkent wálayatı @;@Бекобод тумани@;@Бекабадский район@;@Bekobod rayonı @;@@;@@;@@;@
14@;@1 727@;@"0"@;@Toshkent viloyati@;@1 727 228@;@"11:02:00"@;@Bo'ka tumani@;@591,293823@;@Тошкент вилояти@;@Ташкентская область@;@Tashkent wálayatı @;@Бўка тумани@;@Букинский район@;@Bo'ka rayonı @;@@;@@;@@;@
15@;@1 727@;@"0"@;@Toshkent viloyati@;@1 727 224@;@"11:03:00"@;@Bo'stonliq tumani@;@4 922,76172@;@Тошкент вилояти@;@Ташкентская область@;@Tashkent wálayatı @;@Бўстонлиқ тумани@;@Бостанлыкский район@;@Bostanlıq rayonı @;@@;@@;@@;@
16@;@1 727@;@"0"@;@Toshkent viloyati@;@1 727 237@;@"11:04:00"@;@Zangiota tumani@;@193,53273@;@Тошкент вилояти@;@Ташкентская область@;@Tashkent wálayatı @;@Зангиота тумани@;@Зангиотский район@;@Záńgiota rayonı @;@@;@@;@@;@
17@;@1 727@;@"0"@;@Toshkent viloyati@;@1 727 248@;@"11:05:00"@;@Qibray tumani@;@470,997101@;@Тошкент вилояти@;@Ташкентская область@;@Tashkent wálayatı @;@Қибрай тумани@;@Кибрайский район@;@Qibray rayonı @;@@;@@;@@;@
18@;@1 727@;@"0"@;@Toshkent viloyati@;@1 727 233@;@"11:06:00"@;@Quyichirchiq tumani@;@568,986511@;@Тошкент вилояти@;@Ташкентская область@;@Tashkent wálayatı @;@Қуйичирчиқ тумани@;@Куйчирчикский район@;@Quyichirchiq rayonı @;@@;@@;@@;@
19@;@1 727@;@"0"@;@Toshkent viloyati@;@1 727 206@;@"11:07:00"@;@Oqqo'rg'on tumani@;@408,300842@;@Тошкент вилояти@;@Ташкентская область@;@Tashkent wálayatı @;@Оққўрғон тумани@;@Аккурганский район@;@Oqqo'rg'on rayonı @;@@;@@;@@;@
156@;@1 706@;@"0"@;@Buxoro viloyati@;@1 706 240@;@"20:06:00"@;@Peshko' tumani@;@8 667,24414@;@Бухоро вилояти@;@Бухарская область@;@Buxara wálayatı @;@Пешкў тумани@;@район Пешко@;@Peshko rayonı @;@@;@@;@@;@
157@;@1 706@;@"0"@;@Buxoro viloyati@;@1 706 242@;@"20:07:00"@;@Romitan tumani@;@4 071,99512@;@Бухоро вилояти@;@Бухарская область@;@Buxara wálayatı @;@Ромитан тумани@;@Ромитанский район@;@Romitan rayonı @;@@;@@;@@;@
28@;@1 727@;@"0"@;@Toshkent viloyati@;@1 727 407@;@"11:16:00"@;@Angren@;@164,416855@;@Тошкент вилояти@;@Ташкентская область@;@Tashkent wálayatı @;@Ангрен@;@Ангрен@;@Angren@;@@;@@;@@;@
31@;@1 727@;@"0"@;@Toshkent viloyati@;@1 727 415@;@"11:19:00"@;@Ohangaron@;@18,1066132@;@Тошкент вилояти@;@Ташкентская область@;@Tashkent wálayatı @;@Охангарон@;@Ахангаран@;@Ahangaran @;@@;@@;@@;@
32@;@1 727@;@"0"@;@Toshkent viloyati@;@1 727 419@;@"11:20:00"@;@Chirchiq@;@43,9331131@;@Тошкент вилояти@;@Ташкентская область@;@Tashkent wálayatı @;@Чирчиқ@;@Чирчик@;@Chirchiq@;@@;@@;@@;@
33@;@1 727@;@"0"@;@Toshkent viloyati@;@1 727 401@;@"11:21:00"@;@Nurafshon@;@35,0529938@;@Тошкент вилояти@;@Ташкентская область@;@@;@Нурафшон@;@Нурафшан@;@Nurafshan @;@@;@@;@@;@
58@;@1 708@;@"0"@;@Jizzax viloyati@;@1 708 401@;@"13:13:00"@;@Jizzax@;@104,927551@;@Жиззах вилояти@;@Джизакская область@;@Jizzaq wálayatı @;@Жиззах@;@Джизак@;@Jizzaq @;@@;@@;@@;@
29@;@1 727@;@"0"@;@Toshkent viloyati@;@1 727 413@;@"11:17:00"@;@Bekobod@;@34,8777657@;@Тошкент вилояти@;@Ташкентская область@;@Tashkent wálayatı @;@Бекобод@;@Бекабад@;@Bekobod@;@@;@@;@@;@
136@;@1 722@;@"0"@;@Surxondaryo viloyati@;@1 722 202@;@"19:01:00"@;@Angor tumani@;@383,076324@;@Сурхондарё вилояти@;@Сурхандарьинская область@;@Surxondaryo wálayatı @;@Ангор тумани@;@Ангорский район@;@Sıyaq rayonı @;@@;@@;@@;@
137@;@1 722@;@"0"@;@Surxondaryo viloyati@;@1 722 203@;@"19:02:00"@;@Bandixon tumani@;@646,831482@;@Сурхондарё вилояти@;@Сурхандарьинская область@;@Surxondaryo wálayatı @;@Бандихон тумани@;@Бандихонский район@;@Bandixon rayonı @;@@;@@;@@;@
51@;@1 708@;@"0"@;@Jizzax viloyati@;@1 708 220@;@"13:06:00"@;@Zarbdor tumani@;@759,67334@;@Жиззах вилояти@;@Джизакская область@;@Jizzaq wálayatı @;@Зарбдор тумани@;@Район Зарбдор@;@Rayondıń doslıǵı @;@@;@@;@@;@
178@;@1 733@;@"0"@;@Xorazm viloyati@;@1 733 223@;@"22:04:00"@;@Xonqa tumani@;@427,276855@;@Xorazm viloyati@;@Хорезмская область@;@Xorezm wálayatı @;@Хонқа тумани@;@Ханкайский район@;@Xonqa rayonı @;@@;@@;@@;@
179@;@1 733@;@"0"@;@Xorazm viloyati@;@1 733 226@;@"22:05:00"@;@Xiva tumani@;@431,198486@;@Xorazm viloyati@;@Хорезмская область@;@Xorezm wálayatı @;@Хива тумани@;@Хивинский район@;@Xiva rayonı @;@@;@@;@@;@
180@;@1 733@;@"0"@;@Xorazm viloyati@;@1 733 230@;@"22:06:00"@;@Shovot tumani@;@455,478973@;@Xorazm viloyati@;@Хорезмская область@;@Xorezm wálayatı @;@Шовот тумани@;@Шовотский район@;@Shovot rayonı @;@@;@@;@@;@
181@;@1 733@;@"0"@;@Xorazm viloyati@;@1 733 233@;@"22:07:00"@;@Yangiariq tumani@;@403,41629@;@Xorazm viloyati@;@Хорезмская область@;@Xorezm wálayatı @;@Янгиариқ тумани@;@Янгиарыкский район@;@Jańaariq rayonı @;@@;@@;@@;@
182@;@1 733@;@"0"@;@Xorazm viloyati@;@1 733 236@;@"22:08:00"@;@Yangibozor tumani@;@344,953583@;@Xorazm viloyati@;@Хорезмская область@;@Xorezm wálayatı @;@Янгибозор тумани@;@Янгибазинский район@;@Jańabozor rayonı @;@@;@@;@@;@
183@;@1 733@;@"0"@;@Xorazm viloyati@;@1 733 212@;@"22:09:00"@;@Qo'shko'pir tumani@;@541,887695@;@Xorazm viloyati@;@Хорезмская область@;@Xorezm wálayatı @;@Қўшкўпир тумани@;@Кошкупирский район@;@Qosko'pir rayonı @;@@;@@;@@;@
184@;@1 733@;@"0"@;@Xorazm viloyati@;@1 733 220@;@"22:10:00"@;@Xazorasp tumani@;@418,178894@;@Xorazm viloyati@;@Хорезмская область@;@Xorezm wálayatı @;@Хазорасп тумани@;@Хазараспский район@;@Xazorasp rayonı @;@@;@@;@@;@
185@;@1 733@;@"0"@;@Xorazm viloyati@;@1 733 401@;@"22:11:00"@;@Urganch@;@36,0396423@;@Xorazm viloyati@;@Хорезмская область@;@Xorezm wálayatı @;@Урганч@;@Ургенч@;@Urǵanch@;@@;@@;@@;@
106@;@1 703@;@"0"@;@Andijon viloyati@;@1 703 203@;@"17:01:00"@;@Andijon tumani@;@379,751099@;@Андижон вилояти@;@Андижанская область@;@Andijan wálayatı @;@Андижон тумани@;@Андижанский район@;@Andijan rayonı @;@@;@@;@@;@
107@;@1 703@;@"0"@;@Andijon viloyati@;@1 703 224@;@"17:02:00"@;@Asaka tumani@;@269,390961@;@Андижон вилояти@;@Андижанская область@;@Andijan wálayatı @;@Асака тумани@;@Асакинский район@;@Asaka rayonı @;@@;@@;@@;@
108@;@1 703@;@"0"@;@Andijon viloyati@;@1 703 206@;@"17:03:00"@;@Baliqchi tumani@;@324,729523@;@Андижон вилояти@;@Андижанская область@;@Andijan wálayatı @;@Балиқчи тумани@;@Балыкчинский район@;@Balıqchi rayonı @;@@;@@;@@;@
109@;@1 703@;@"0"@;@Andijon viloyati@;@1 703 210@;@"17:04:00"@;@Buloqboshi tumani@;@181,122421@;@Андижон вилояти@;@Андижанская область@;@Andijan wálayatı @;@Булоқбоши тумани@;@район Булакбаши@;@Bulaqboshi rayonı @;@@;@@;@@;@
110@;@1 703@;@"0"@;@Andijon viloyati@;@1 703 209@;@"17:05:00"@;@Bo'ston tumani@;@201,104111@;@Андижон вилояти@;@Андижанская область@;@Andijan wálayatı @;@Бўстон тумани@;@Бостонский район@;@Bostan rayonı @;@@;@@;@@;@
111@;@1 703@;@"0"@;@Andijon viloyati@;@1 703 211@;@"17:06:00"@;@Jalaquduq tumani@;@370,657532@;@Андижон вилояти@;@Андижанская область@;@Andijan wálayatı @;@Жалақудуқ тумани@;@Джалакудукский район@;@Jalaquduq rayonı @;@@;@@;@@;@
112@;@1 703@;@"0"@;@Andijon viloyati@;@1 703 214@;@"17:07:00"@;@Izboskan tumani@;@275,260559@;@Андижон вилояти@;@Андижанская область@;@Andijan wálayatı @;@Избоскан тумани@;@Избосканский район@;@Izboskan rayonı @;@@;@@;@@;@
113@;@1 703@;@"0"@;@Andijon viloyati@;@1 703 227@;@"17:08:00"@;@Marxamat tumani@;@321,179047@;@Андижон вилояти@;@Андижанская область@;@Andijan wálayatı @;@Мархамат тумани@;@Мархаматский район@;@Marxamat rayonı @;@@;@@;@@;@
114@;@1 703@;@"0"@;@Andijon viloyati@;@1 703 202@;@"17:09:00"@;@Oltinko'l tumani@;@213,800156@;@Андижон вилояти@;@Андижанская область@;@Andijan wálayatı @;@Олтинкўл тумани@;@Алтынкульский район@;@Altınko'l rayonı @;@@;@@;@@;@
115@;@1 703@;@"0"@;@Andijon viloyati@;@1 703 232@;@"17:10:00"@;@Paxtaobod tumani@;@255,751282@;@Андижон вилояти@;@Андижанская область@;@Andijan wálayatı @;@Пахтаобод тумани@;@Пахтаабадский район@;@Paxtaobod rayonı @;@@;@@;@@;@
116@;@1 703@;@"0"@;@Andijon viloyati@;@1 703 217@;@"17:11:00"@;@Ulug'nor tumani@;@418,301117@;@Андижон вилояти@;@Андижанская область@;@Andijan wálayatı @;@Улуғнор тумани@;@Улугнорский район@;@Ulugnorskiy rayon @;@@;@@;@@;@
87@;@1 730@;@"0"@;@Fargona viloyati@;@1 730 233@;@"15:13:00"@;@Farg'ona tumani@;@611,608337@;@Фаргона вилояти@;@Ферганская область@;@Fargona wálayatı @;@Фарғона тумани@;@Ферганский район@;@Taslaq rayonları @;@Фарғона т.@;@Farg'ona t.@;@@;@
85@;@1 730@;@"0"@;@Fargona viloyati@;@1 730 227@;@"15:11:00"@;@Toshloq tumani@;@243,006149@;@Фаргона вилояти@;@Ферганская область@;@Fargona wálayatı @;@Тошлоқ тумани@;@район Тошлок@;@Taslaq rayonları @;@Тошлоқ т.@;@Toshloq t.@;@@;@
117@;@1 703@;@"0"@;@Andijon viloyati@;@1 703 236@;@"17:12:00"@;@Xo'jaobod tumani@;@220,93158@;@Андижон вилояти@;@Андижанская область@;@Andijan wálayatı @;@Хўжаобод тумани@;@Ходжаабадский район@;@Xodjaabadskiy rayon @;@@;@@;@@;@
151@;@1 706@;@"0"@;@Buxoro viloyati@;@1 706 207@;@"20:01:00"@;@Buxoro tumani@;@1 319,7384@;@Бухоро вилояти@;@Бухарская область@;@Buxara wálayatı @;@Бухоро тумани@;@Бухарский район@;@Buxara rayonı @;@@;@@;@@;@
118@;@1 703@;@"0"@;@Andijon viloyati@;@1 703 230@;@"17:13:00"@;@Shaxrixon tumani@;@288,991577@;@Андижон вилояти@;@Андижанская область@;@Andijan wálayatı @;@Шахрихон тумани@;@Шахриханский район@;@Shaxrixon rayonı @;@@;@@;@@;@
119@;@1 703@;@"0"@;@Andijon viloyati@;@1 703 220@;@"17:14:00"@;@Qo'rg'ontepa tumani@;@434,367096@;@Андижон вилояти@;@Андижанская область@;@Andijan wálayatı @;@Қўрғонтепа тумани@;@Кургонтепинский район@;@Kurgontepinskiy rayon @;@@;@@;@@;@
120@;@1 703@;@"0"@;@Andijon viloyati@;@1 703 401@;@"17:15:00"@;@Andijon@;@64,7671051@;@Андижон вилояти@;@Андижанская область@;@Andijan wálayatı @;@Андижон@;@Андижан@;@Andijan@;@@;@@;@@;@
121@;@1 703@;@"0"@;@Andijon viloyati@;@1 703 408@;@"17:17:00"@;@Xonobod@;@39,5627785@;@Андижон вилояти@;@Андижанская область@;@Andijan wálayatı @;@Хонобод@;@Ханабад@;@Xonobod@;@@;@@;@@;@
